,player_id,first_name,second_name,position,curr_price,ownership_percent,fixture_difficulty,next_gw_fixture_cnt,predicted_points
739,392.0,Endo,Wataru,3,4.9,0.1,3,1.0,1.8072172859469287
443,746.0,Kieran,Morrison,3,4.5,0.0,3,1.0,1.8072172859469287
312,383.0,Luis,Díaz Marulanda,3,8.0,0.0,3,1.0,1.8072172859469287
705,394.0,James,McConnell,3,4.4,0.0,3,1.0,1.8072172859469287
797,393.0,Stefan,Bajčetić Maquieira,3,4.2,0.1,3,1.0,1.8072172859469287
17,248.0,Kendry,Páez Andrade,3,4.5,0.0,3,1.0,1.8031646459078072
820,743.0,Landon,Emenalo,3,4.5,0.0,3,1.0,1.8031646459078072
628,245.0,Mykhailo,Mudryk,3,4.9,0.0,3,1.0,1.8031646459078072
124,252.0,Marc,Guiu Paz,4,4.0,5.4,3,1.0,1.8031646459078072
625,233.0,Josh,Acheampong,2,3.7,1.8,3,1.0,1.8031646459078072
626,239.0,Jamie,Bynoe-Gittens,3,6.0,0.1,3,1.0,1.8031646459078072
103,803.0,Teddy,Sharman-Lowe,1,4.0,0.0,3,1.0,1.8031646459078072
727,289.0,Harry,Tyrer,1,3.9,0.1,3,1.0,1.8029131988281997
333,667.0,Adam,Aznou,2,4.2,0.1,3,1.0,1.8029131988281997
303,297.0,Roman,Dixon,2,3.8,0.2,3,1.0,1.8029131988281997
358,307.0,Coby,Ebere,3,4.4,0.0,3,1.0,1.8029131988281997
305,308.0,Isaac,Heath,3,4.5,0.0,3,1.0,1.8029131988281997
467,296.0,Nathan,Patterson,2,4.4,0.0,3,1.0,1.8029131988281997
95,705.0,Elijah,Campbell,2,3.9,0.1,3,1.0,1.8029131988281997
558,323.0,Samuel,Amissah,2,3.8,0.1,3,1.0,1.8029131988281997
332,664.0,Benjamin,Lecomte,1,3.9,0.7,3,1.0,1.8029131988281997
94,704.0,Tyler,Onyango,3,4.5,0.0,3,1.0,1.8029131988281997
633,321.0,Jorge,Cuenca Barreno,2,4.3,0.1,3,1.0,1.8029131988281997
770,770.0,Seth,Ridgeon,3,4.5,0.0,3,1.0,1.8029131988281997
335,707.0,Tyler,Dibling,3,5.3,0.0,3,1.0,1.8029131988281997
337,786.0,Alfie,McNally,1,4.0,0.0,3,1.0,1.8029131988281997
700,309.0,Jenson,Metcalfe,3,4.5,0.0,3,1.0,1.8029131988281997
701,312.0,Youssef,Ramalho Chermiti,4,4.9,0.1,3,1.0,1.8029131988281997
67,336.0,Harrison,Reed,3,4.3,0.3,3,1.0,1.8029131988281997
359,315.0,Steven,Benda,1,4.0,0.0,3,1.0,1.8029131988281997
21,333.0,Martial,Godo,3,4.5,0.0,3,1.0,1.8029131988281997
41,731.0,Kevin,Santos Lopes de Macedo,3,5.7,0.1,3,1.0,1.8029131988281997
791,334.0,Luke,Harris,3,4.5,0.0,3,1.0,1.8029131988281997
411,294.0,Séamus,Coleman,2,4.2,0.1,3,1.0,1.8029131988281997
130,327.0,Andreas,Hoelgebaum Pereira,3,5.3,0.1,3,1.0,1.8029131988281997
728,301.0,Carlos,Alcaraz Durán,3,5.2,0.1,3,1.0,1.8029131988281997
729,313.0,Martin,Sherif,4,4.4,0.1,3,1.0,1.8029131988281997
449,779.0,Braiden,Graham,4,4.5,0.0,3,1.0,1.8029131988281997
171,419.0,Jack,Grealish,3,6.3,5.7,3,1.0,1.8029131988281997
272,737.0,Jonah,Kusi-Asare,4,4.5,0.1,3,1.0,1.8029131988281997
698,298.0,Reece,Welch,2,3.8,0.2,3,1.0,1.8029131988281997
789,288.0,Mark,Travers,1,4.2,0.1,3,1.0,1.8029131988281997
630,306.0,Callum,Bates,3,4.3,0.1,3,1.0,1.8029131988281997
181,630.0,Tom,King,1,3.9,1.2,3,1.0,1.8029131988281997
184,676.0,Lesley,Ugochukwu,3,5.0,0.1,3,1.0,1.80208041576493
597,574.0,Destiny,Udogie,2,4.3,0.3,3,1.0,1.7976374961268378
298,231.0,Mamadou,Sarr,2,4.5,0.0,4,1.0,1.7857887470515756
723,265.0,Caleb,Kporha,2,4.0,0.0,2,1.0,1.780983195356002
786,269.0,Romain,Esse,3,4.7,0.1,2,1.0,1.780983195356002
725,280.0,David,Ozoh,3,4.5,0.0,2,1.0,1.780983195356002
817,690.0,Rio,Cardines,3,4.4,0.3,2,1.0,1.780983195356002
554,268.0,Cheick,Doucouré,3,4.9,0.0,2,1.0,1.780983195356002
787,281.0,Kaden,Rodney,3,4.4,0.0,2,1.0,1.780983195356002
726,282.0,Franco,Umeh-Chibueze,3,4.5,0.0,2,1.0,1.780983195356002
785,264.0,Rob,Holding,2,4.0,0.0,2,1.0,1.780983195356002
99,762.0,Joél,Drakes-Thomas,3,4.5,0.0,2,1.0,1.780983195356002
515,286.0,Zach,Marsh,4,4.4,0.3,2,1.0,1.780983195356002
450,798.0,Danny,Imray,2,4.0,0.0,2,1.0,1.780983195356002
65,278.0,Jesurun,Rak-Sakyi,3,4.4,0.0,2,1.0,1.780983195356002
390,780.0,Ben,Casey,4,4.5,0.0,2,1.0,1.780983195356002
63,259.0,Borna,Sosa,2,4.8,0.1,2,1.0,1.780983195356002
410,277.0,Malcolm,Ebiowei,3,4.5,0.0,2,1.0,1.780983195356002
126,255.0,Remi,Matthews,1,3.9,0.1,2,1.0,1.780983195356002
150,793.0,George,King,2,4.0,0.0,2,1.0,1.780983195356002
694,275.0,Naouirou,Ahamada,3,4.3,0.0,2,1.0,1.780983195356002
695,285.0,Odsonne,Édouard,4,5.0,0.2,2,1.0,1.780983195356002
19,279.0,Matheus,França de Oliveira,3,4.5,0.0,2,1.0,1.780983195356002
771,773.0,Dean,Benamar,2,4.0,0.0,2,1.0,1.780983195356002
442,732.0,Christantus,Uche,4,5.5,0.1,2,1.0,1.780983195356002
253,274.0,Asher,Agbinone,3,4.3,0.1,2,1.0,1.780983195356002
182,670.0,Robin,Roefs,1,4.8,9.2,4,1.0,1.7799908244931175
387,727.0,Samuel,Chukwueze,3,5.3,0.1,3,1.0,1.7711189155227738
675,808.0,Tammy,Abraham,4,5.8,0.2,2,1.0,1.7711122926331662
822,813.0,Nilson,Angulo,3,5.0,0.0,4,1.0,1.7700965946273164
631,310.0,Thierno,Barry,4,5.7,0.8,3,1.0,1.7696304858874257
219,522.0,Ryan,Yates,3,4.7,0.1,1,1.0,1.7663078866434063
75,466.0,Joshua,Zirkzee,4,5.8,0.4,3,1.0,1.7660794901258567
114,88.0,Lewis,Cook,3,4.9,0.0,3,1.0,1.7589172461414186
494,25.0,Ethan,Nwaneri,3,5.0,0.1,5,1.0,1.7525131759116555
533,728.0,Merlin,Röhl,3,5.0,0.0,3,1.0,1.75208066083323
618,157.0,Mitoma,Kaoru,3,6.1,2.1,3,1.0,1.7408813607689668
731,325.0,Emile,Smith Rowe,3,5.6,0.5,3,1.0,1.7324556329522136
583,39.0,Ian,Maatsen,2,4.2,0.6,2,1.0,1.7283088114220266
584,49.0,Leon,Bailey,3,5.5,0.1,2,1.0,1.7272479103556158
813,669.0,Dan,Ndoye,3,5.5,0.7,1,1.0,1.7207101048305546
654,560.0,Wilson,Isidor,4,5.0,1.4,4,1.0,1.7072399031773746
42,735.0,Bertrand,Traoré,3,5.5,0.0,4,1.0,1.7072399031773746
74,456.0,Jadon,Sancho,3,5.8,0.2,2,1.0,1.7068452566103043
512,221.0,Filip,Jörgensen,1,4.3,0.2,3,1.0,1.7036632478938816
600,662.0,Cristhian,Mosquera,2,5.3,0.2,5,1.0,1.6998838410071013
819,718.0,Soungoutou,Magassa,3,5.0,0.0,3,1.0,1.694900316188259
624,214.0,Mike,Trésor Ndayishimiye,3,4.3,0.1,4,1.0,1.690177337819929
821,792.0,Alysson Edward Franco,da Rocha dos Santos,3,5.0,0.0,2,1.0,1.6895369943655372
582,814.0,Luca,Netz,2,4.5,0.0,1,1.0,1.6852329072468082
210,353.0,Daniel,James,3,5.2,0.1,1,1.0,1.6852329072468082
605,734.0,Dilane,Bakwa,3,5.9,0.0,1,1.0,1.6852329072468082
26,469.0,Nick,Pope,1,5.0,4.3,3,1.0,1.6845041918582278
777,135.0,Yoane,Wissa,4,7.3,0.6,3,1.0,1.6845041918582278
281,27.0,Reiss,Nelson,3,4.8,0.1,3,1.0,1.6845041918582278
241,105.0,Hákon Rafn,Valdimarsson,1,3.8,1.1,3,1.0,1.6845041918582278
291,130.0,Romelle,Donovan,3,4.4,0.1,3,1.0,1.6845041918582278
488,795.0,Harry,Howell,3,4.5,0.0,3,1.0,1.6802001047394988
636,351.0,Wilfried,Gnonto,3,5.1,0.1,3,1.0,1.6802001047394988
201,152.0,Joël,Veltman,2,4.3,0.1,3,1.0,1.6802001047394988
638,362.0,Joël,Piroe,4,4.9,0.3,3,1.0,1.6791470677255242
535,812.0,Melker,Ellborg,1,4.0,0.1,4,1.0,1.677340727736739
677,24.0,Christian,Nørgaard,3,5.1,0.1,5,1.0,1.676160339909494
304,305.0,Harrison,Armstrong,3,4.5,0.1,3,1.0,1.6710056814366319
529,493.0,Sean,Longstaff,3,4.8,0.2,1,1.0,1.6707114764107478
683,125.0,Vitaly,Janelt,3,4.9,0.1,3,1.0,1.6699827610221674
320,486.0,Anthony,Elanga,3,6.5,2.7,3,1.0,1.6661054948585892
264,587.0,Yves,Bissouma,3,5.2,0.0,3,1.0,1.6606815047019794
106,778.0,Ethan,Sutherland,3,4.5,0.0,3,1.0,1.6595428095425024
342,809.0,Jerome,Abbey,3,4.5,0.0,3,1.0,1.6595428095425024
46,766.0,Saheed,Olagunju,2,4.0,0.0,3,1.0,1.6595428095425024
227,650.0,Tawanda,Chirewa,3,4.3,0.2,3,1.0,1.6595428095425024
435,657.0,Leon,Chiwome,4,4.4,0.0,3,1.0,1.6595428095425024
383,647.0,Gonçalo Manuel,Ganchinho Guedes,3,5.5,0.0,3,1.0,1.6595428095425024
228,655.0,Fábio,Soares Silva,4,4.9,0.2,3,1.0,1.6595428095425024
330,652.0,Enso,González Medina,3,4.3,1.2,3,1.0,1.6595428095425024
180,629.0,Daniel,Bentley,1,3.9,0.5,3,1.0,1.6595428095425024
145,658.0,Nathan,Fraser,4,4.2,1.8,3,1.0,1.6595428095425024
232,767.0,Luke,Rawlings,3,4.5,0.0,3,1.0,1.6595428095425024
144,656.0,Saša,Kalajdžić,4,4.9,0.0,3,1.0,1.6595428095425024
434,651.0,Tom,Edozie,3,4.3,0.4,3,1.0,1.6595428095425024
37,639.0,Bastien,Meupiyou Menadjou,2,4.0,0.0,3,1.0,1.6595428095425024
673,777.0,Temple,Ojinnaka,3,4.5,0.0,3,1.0,1.6595428095425024
669,649.0,Boubacar,Traoré,3,5.0,0.0,3,1.0,1.6595428095425024
142,641.0,Alfie,Pond,2,3.9,0.9,3,1.0,1.6595428095425024
92,653.0,Joe,Hodge,3,4.5,0.0,3,1.0,1.6595428095425024
668,640.0,Pedro,Cardoso de Lima,2,4.0,0.4,3,1.0,1.6595428095425024
222,556.0,Pierre,Ekwah Elimby,3,4.5,0.0,4,1.0,1.6572412747575678
30,540.0,Timothée,Pembélé,2,3.9,0.3,4,1.0,1.6572412747575678
221,533.0,Aji,Alese,2,4.0,0.0,4,1.0,1.6572412747575678
750,559.0,Nectarios,Triantis,3,4.4,0.0,4,1.0,1.6572412747575678
101,775.0,Tymur,Tutierov,3,4.5,0.0,4,1.0,1.6572412747575678
653,550.0,Ian,Poveda-Ocampo,3,4.7,0.0,4,1.0,1.6572412747575678
806,554.0,Abdoullah,Ba,3,4.3,0.3,4,1.0,1.6572412747575678
136,557.0,Harrison,Jones,3,4.3,0.1,4,1.0,1.6572412747575678
375,538.0,Zak,Johnson,2,3.8,0.2,4,1.0,1.6572412747575678
751,563.0,Luís Hemir,Silva Semedo,4,4.4,0.1,4,1.0,1.6572412747575678
448,774.0,Jenson,Jones,2,4.0,0.0,4,1.0,1.6572412747575678
477,542.0,Jenson,Seelt,2,4.0,0.1,4,1.0,1.6572412747575678
327,546.0,Milan,Aleksić,3,4.9,0.0,4,1.0,1.6572412747575678
173,536.0,Leo Fuhr,Hjelde,2,4.0,0.0,4,1.0,1.6572412747575678
85,555.0,Alan,Browne,3,4.5,0.0,4,1.0,1.6572412747575678
326,545.0,Patrick,Roberts,3,5.4,0.0,4,1.0,1.6572412747575678
478,548.0,Romaine,Mundle,3,4.9,0.0,4,1.0,1.6572412747575678
325,534.0,Joe,Anderson,2,3.8,0.3,4,1.0,1.6572412747575678
451,800.0,Djiamgone Jocelin Ta,Bi,3,4.9,0.0,4,1.0,1.6572412747575678
81,529.0,Simon,Moore,1,3.9,0.3,4,1.0,1.6572412747575678
82,530.0,Blondy,Nna Noukeu,1,3.9,0.1,4,1.0,1.6572412747575678
476,537.0,Niall,Huggins,2,4.0,0.1,4,1.0,1.6572412747575678
329,549.0,Dan,Neil,3,4.8,0.0,4,1.0,1.6572412747575678
662,543.0,Simon,Adingra,3,4.9,0.3,4,1.0,1.6572412747575678
83,535.0,Dennis,Cirkin,2,4.0,0.0,4,1.0,1.6572412747575678
601,678.0,Arthur,Masuaku,2,3.9,0.5,4,1.0,1.6572412747575678
224,564.0,Nazarii,Rusyn,4,4.4,0.1,4,1.0,1.6572412747575678
223,562.0,Ahmed,Abdullahi,4,4.2,0.4,4,1.0,1.6572412747575678
661,528.0,Anthony,Patterson,1,4.2,0.1,4,1.0,1.6572412747575678
31,558.0,Jay,Matete,3,4.3,0.2,4,1.0,1.6572412747575678
643,426.0,James,McAtee,3,5.0,0.1,1,1.0,1.6571284317940849
482,637.0,Toti,Gomes,2,4.2,0.1,3,1.0,1.6564366585100843
782,229.0,Benoît,Badiashile Mukinayi,2,4.4,0.0,4,1.0,1.6533759645488022
781,223.0,Gabriel,Słonina,1,3.9,0.1,4,1.0,1.6533759645488022
595,234.0,Aarón,Anselmino,2,4.0,0.1,4,1.0,1.6533759645488022
301,251.0,Nicolas,Jackson,4,6.5,0.1,4,1.0,1.6533759645488022
465,240.0,Christopher,Nkunku,3,5.9,0.1,4,1.0,1.6533759645488022
464,222.0,Mike,Penders,1,4.0,0.0,4,1.0,1.6533759645488022
339,789.0,Max,Merrick,1,4.0,0.0,4,1.0,1.6533759645488022
692,227.0,Levi,Samuels Colwill,2,4.7,0.1,4,1.0,1.6533759645488022
576,680.0,Armando,Broja,4,5.2,0.1,4,1.0,1.6401787094001221
60,196.0,Shurandy,Sambo,2,4.0,0.0,4,1.0,1.6401787094001221
622,183.0,Max,Weiß,1,4.2,0.1,4,1.0,1.6401787094001221
689,201.0,Manuel,Benson Hedilazio,3,5.4,0.0,4,1.0,1.6401787094001221
14,204.0,Darko,Churlinov,3,4.9,0.0,4,1.0,1.6401787094001221
511,216.0,Zeki,Amdouni,4,4.8,0.0,4,1.0,1.6401787094001221
122,203.0,Enock,Agyei,3,4.7,0.0,4,1.0,1.6401787094001221
406,213.0,Jaydon,Banel,3,4.5,0.0,4,1.0,1.6401787094001221
353,184.0,Etienne,Green,1,4.0,0.2,4,1.0,1.6401787094001221
203,197.0,Oliver,Sonne,2,3.8,0.2,4,1.0,1.6401787094001221
284,43.0,Álex,Moreno Lopera,2,4.0,1.6,2,1.0,1.6395383659457303
155,61.0,Leander,Dendoncker,3,4.5,0.1,2,1.0,1.6395383659457303
345,45.0,Lino,da Cruz Sousa,2,3.8,0.3,2,1.0,1.6395383659457303
720,702.0,Bradley,Burrowes,3,4.3,0.1,2,1.0,1.6395383659457303
238,58.0,Boubacar,Kamara,3,4.9,0.2,2,1.0,1.6395383659457303
609,42.0,Andrés,García,2,3.9,0.2,2,1.0,1.6395383659457303
255,389.0,Harvey,Elliott,3,5.1,0.2,2,1.0,1.6395383659457303
346,57.0,Lewis,Dobbin,3,5.0,0.0,2,1.0,1.6395383659457303
287,60.0,Ben,Broggio,3,4.4,0.2,2,1.0,1.6395383659457303
498,62.0,Jamaldeen,Jimoh-Aloba,3,4.5,0.1,2,1.0,1.6395383659457303
496,34.0,Joe,Gauci,1,4.0,0.1,2,1.0,1.6395383659457303
111,46.0,Yasin,Özcan,2,4.0,0.1,2,1.0,1.6395383659457303
112,51.0,Samuel,Iling-Junior,3,5.5,0.0,2,1.0,1.6395383659457303
273,781.0,TJ,Carroll,2,4.0,0.0,2,1.0,1.6395383659457303
534,768.0,Leon,Routh,2,4.0,0.0,2,1.0,1.6395383659457303
485,757.0,Ronnie,Hollingshead,1,4.0,0.0,2,1.0,1.6395383659457303
3,35.0,Filip,Marschall,1,4.0,0.0,2,1.0,1.6395383659457303
543,53.0,Donyell,Malen,3,5.1,0.4,2,1.0,1.6395383659457303
147,688.0,James,Wright,1,3.9,0.6,2,1.0,1.6395383659457303
93,703.0,Sam,Proctor,1,3.9,0.6,2,1.0,1.6395383659457303
577,701.0,Triston,Rowe,2,4.0,0.1,2,1.0,1.6395383659457303
4,56.0,Enzo,Barrenechea,3,5.0,0.0,2,1.0,1.6395383659457303
190,754.0,George,Hemmings,3,4.5,0.0,2,1.0,1.6395383659457303
96,710.0,Travis,Patterson,2,3.9,0.2,2,1.0,1.6395383659457303
585,63.0,Kadan,Young,3,4.3,0.5,2,1.0,1.6395383659457303
51,65.0,Zépiqueno,Redmond,4,4.5,0.3,2,1.0,1.6395383659457303
418,391.0,Ben,Gannon-Doak,3,4.8,0.0,2,1.0,1.6352342788270013
307,340.0,Alex,Cairns,1,3.9,0.1,1,1.0,1.6352342788270013
166,355.0,Sam,Greenwood,3,4.9,0.0,1,1.0,1.6352342788270013
468,359.0,Charlie,Crew,3,4.5,0.0,1,1.0,1.6352342788270013
296,177.0,Andrew,Moran,3,4.5,0.0,2,1.0,1.6352342788270013
113,75.0,Matai,Akinmboni,2,3.8,0.2,2,1.0,1.6352342788270013
29,511.0,Felipe,Rodrigues da Silva,2,4.3,0.1,1,1.0,1.6352342788270013
27,503.0,Carlos Miguel,dos Santos Pereira,1,4.0,0.1,1,1.0,1.6352342788270013
749,514.0,Willy,Boly,2,3.8,0.3,1,1.0,1.6352342788270013
686,175.0,Joe,Knight,3,4.4,0.1,2,1.0,1.6352342788270013
687,181.0,Charalampos,Kostoulas,4,4.8,0.3,2,1.0,1.6352342788270013
649,504.0,Matt,Turner,1,4.0,0.1,1,1.0,1.6352342788270013
309,364.0,Mateo,Joseph Fernández-Regatillo,4,5.0,0.0,1,1.0,1.6352342788270013
461,168.0,Facundo,Buonanotte,3,4.6,0.1,1,1.0,1.6352342788270013
651,523.0,Eric,da Silva Moreira,3,4.5,0.1,1,1.0,1.6352342788270013
348,79.0,Chris,Mepham,2,4.0,0.1,2,1.0,1.6352342788270013
160,174.0,Malick,Yalcouyé,3,5.0,0.0,2,1.0,1.6352342788270013
659,513.0,Zach,Abbott,2,3.8,0.3,1,1.0,1.6352342788270013
439,687.0,Remy,Rees-Dottin,3,4.3,0.2,2,1.0,1.6352342788270013
120,176.0,Adrian,Mazilu,3,4.5,0.0,2,1.0,1.6352342788270013
430,524.0,Marko,Stamenić,3,4.5,0.0,1,1.0,1.6352342788270013
363,349.0,Isaac,Schmidt,2,4.0,0.1,1,1.0,1.6352342788270013
169,400.0,Stefan,Ortega Moreno,1,4.7,0.2,1,1.0,1.6352342788270013
671,721.0,Veljko,Milosavljevic,2,4.4,0.0,2,1.0,1.6352342788270013
413,339.0,Illan,Meslier,1,4.1,0.3,1,1.0,1.6352342788270013
349,80.0,Julio,Soler Barreto,2,3.9,0.2,2,1.0,1.6352342788270013
40,729.0,Luis Eduardo,Soares da Silva,2,4.5,0.0,1,1.0,1.6352342788270013
674,787.0,Sam,Chambers,3,4.4,0.0,1,1.0,1.6352342788270013
717,675.0,Angus,Gunn,1,4.0,1.1,1,1.0,1.6352342788270013
564,518.0,João Pedro,Ferreira da Silva,3,5.4,0.0,1,1.0,1.6352342788270013
239,92.0,Romain,Faivre,3,4.5,0.1,2,1.0,1.6352342788270013
774,89.0,Philip,Billing,3,4.9,0.0,2,1.0,1.6352342788270013
11,141.0,Carl,Rushworth,1,4.0,0.0,2,1.0,1.6352342788270013
602,696.0,Arnaud,Kalimuendo,4,6.0,0.1,1,1.0,1.6352342788270013
218,520.0,Lewis,O'Brien,3,5.0,0.0,1,1.0,1.6352342788270013
233,782.0,Fraser,Forster,1,4.0,0.0,2,1.0,1.6352342788270013
234,801.0,Alex,Tóth,3,4.9,0.0,2,1.0,1.6352342788270013
277,805.0,Lorenzo,Lucca,4,5.4,0.0,1,1.0,1.6352342788270013
805,512.0,Omar,Richards,2,4.5,0.0,1,1.0,1.6352342788270013
6,69.0,Callan,McKenna,1,3.9,0.2,2,1.0,1.6352342788270013
590,161.0,Julio,Enciso Espínola,3,5.4,0.0,2,1.0,1.6352342788270013
778,144.0,Diego,Coppola,2,4.2,0.0,2,1.0,1.6352342788270013
546,93.0,Hamed,Traorè,3,4.5,0.3,2,1.0,1.6352342788270013
547,165.0,Abdallah,Sima,3,5.4,0.0,2,1.0,1.6352342788270013
586,66.0,Norberto,Murara Neto,1,4.5,0.1,2,1.0,1.6352342788270013
254,357.0,Largie,Ramazani,3,4.9,0.0,1,1.0,1.6352342788270013
77,509.0,David,Mota Veiga Teixeira do Carmo,2,4.5,0.0,1,1.0,1.6352342788270013
197,12.0,Oleksandr,Zinchenko,2,4.9,0.2,1,1.0,1.6352342788270013
270,685.0,Bafodé,Diakité,2,4.1,0.3,2,1.0,1.6352342788270013
509,171.0,Jeremy,Sarmiento Morante,3,4.9,0.0,2,1.0,1.6352342788270013
189,741.0,Harry,Gray,4,4.5,0.1,1,1.0,1.6352342788270013
202,179.0,Evan,Ferguson,4,5.5,0.0,2,1.0,1.6352342788270013
762,715.0,John Victor,Maciel Furtado,1,4.0,0.3,1,1.0,1.6352342788270013
507,153.0,Adam,Webster,2,4.4,0.0,2,1.0,1.6352342788270013
763,716.0,Nicolò,Savona,2,4.5,0.1,1,1.0,1.6352342788270013
620,172.0,Tom,Watson,3,4.8,0.0,2,1.0,1.6352342788270013
191,756.0,Malcom,DaCosta,3,4.5,0.0,2,1.0,1.6352342788270013
53,122.0,Antoni,Milambo,3,5.2,0.0,3,1.0,1.634505563438421
562,480.0,Jamaal,Lascelles,2,4.3,0.0,3,1.0,1.634505563438421
804,495.0,Isaac,Hayden,3,4.5,0.0,3,1.0,1.634505563438421
215,455.0,Mason,Mount,3,5.9,0.3,3,1.0,1.634505563438421
372,463.0,Sékou,Koné,3,4.3,0.1,3,1.0,1.634505563438421
800,451.0,Marcus,Rashford,3,7.0,0.0,3,1.0,1.634505563438421
44,748.0,Josh,Dasilva,3,4.9,0.0,3,1.0,1.634505563438421
200,114.0,Benjamin,Arthur,2,3.8,0.2,3,1.0,1.634505563438421
370,445.0,Harry,Amass,2,4.0,0.1,3,1.0,1.634505563438421
801,465.0,Rasmus,Højlund,4,6.3,0.3,3,1.0,1.634505563438421
135,483.0,Miodrag,Pivaš,2,3.8,0.4,3,1.0,1.634505563438421
10,115.0,Benjamin,Fredrick,2,4.0,0.1,3,1.0,1.634505563438421
718,689.0,Seung-Soo,Park,3,4.3,0.5,3,1.0,1.634505563438421
262,479.0,Emil,Krafth,2,4.3,0.0,3,1.0,1.634505563438421
261,468.0,Ethan,Wheatley,4,4.5,0.1,3,1.0,1.634505563438421
260,467.0,Chido,Obi,4,4.2,1.4,3,1.0,1.634505563438421
259,464.0,Jack,Moorhouse,3,4.5,0.0,3,1.0,1.634505563438421
744,472.0,Odysseas,Vlachodimos,1,4.0,0.0,3,1.0,1.634505563438421
743,454.0,Antony,dos Santos,3,5.9,0.1,3,1.0,1.634505563438421
257,447.0,Ayden,Heaven,2,3.7,3.1,3,1.0,1.634505563438421
158,102.0,Ellery,Balcombe,1,3.9,0.3,3,1.0,1.634505563438421
318,434.0,Tom,Heaton,1,3.8,0.5,3,1.0,1.634505563438421
319,474.0,Fabian,Schär,2,5.2,1.1,3,1.0,1.634505563438421
321,496.0,Garang,Kuol,3,4.4,0.0,3,1.0,1.634505563438421
243,117.0,Kim,Ji-soo,2,3.9,0.1,3,1.0,1.634505563438421
336,765.0,Leo,Shahar,2,4.0,0.0,3,1.0,1.634505563438421
242,112.0,Mads,Roerslev Rasmussen,2,4.5,0.0,3,1.0,1.634505563438421
338,788.0,Godwill,Kukonki,2,4.0,0.0,3,1.0,1.634505563438421
340,797.0,Kaye,Furo,4,4.5,0.0,3,1.0,1.634505563438421
343,810.0,Luka,Bentt,3,4.5,0.0,3,1.0,1.634505563438421
389,772.0,Sam,Alabi,3,4.5,0.0,3,1.0,1.634505563438421
388,753.0,John,Ruddy,1,4.0,0.0,3,1.0,1.634505563438421
134,446.0,Tyler,Fredricson,2,3.7,0.2,3,1.0,1.634505563438421
502,103.0,Matthew,Cox,1,3.9,0.1,3,1.0,1.634505563438421
428,484.0,Matt,Targett,2,4.0,0.1,3,1.0,1.634505563438421
71,439.0,Diego,León Blanco,2,4.1,0.1,3,1.0,1.634505563438421
118,128.0,Frank,Onyeka,3,4.8,0.0,3,1.0,1.634505563438421
504,131.0,Yunus Emre,Konak,3,4.3,0.1,3,1.0,1.634505563438421
658,498.0,Joe,White,3,4.5,0.0,3,1.0,1.634505563438421
100,771.0,Tyler,Fletcher,3,4.4,0.0,3,1.0,1.634505563438421
503,127.0,Gustavo,Nunes Fernandes Gomes,3,4.9,0.0,3,1.0,1.634505563438421
528,492.0,Antoñito,Cordero Campillo,3,4.9,0.0,3,1.0,1.634505563438421
458,133.0,Myles,Peart-Harris,3,4.4,0.0,3,1.0,1.634505563438421
427,482.0,Harrison,Ashby,2,3.9,0.1,3,1.0,1.634505563438421
459,137.0,Iwan,Morgan,4,4.4,0.3,3,1.0,1.634505563438421
487,769.0,Bendito,Mantato,3,4.5,0.0,3,1.0,1.634505563438421
104,819.0,Ollie,Shield,2,4.0,0.0,3,1.0,1.634505563438421
648,501.0,Sean,Neave,4,4.3,0.3,3,1.0,1.634505563438421
475,481.0,Alex,Murphy,2,3.8,0.7,3,1.0,1.634505563438421
646,462.0,Jack,Fletcher,3,4.3,0.1,3,1.0,1.634505563438421
645,436.0,Matthijs,de Ligt,2,4.9,1.8,3,1.0,1.634505563438421
644,435.0,Dermot,Mee,1,3.9,0.1,3,1.0,1.634505563438421
580,755.0,Shea,Lacey,3,4.5,0.0,3,1.0,1.634505563438421
70,432.0,André,Onana,1,4.9,0.1,3,1.0,1.634505563438421
426,471.0,Mark,Gillespie,1,3.9,0.1,3,1.0,1.634505563438421
613,104.0,Julian,Eyestone,1,3.9,0.1,3,1.0,1.634505563438421
133,441.0,Patrick,Dorgu,2,4.1,2.4,3,1.0,1.634505563438421
525,431.0,Altay,Bayındır,1,4.7,0.3,3,1.0,1.634505563438421
55,134.0,Ryan,Trevitt,3,4.5,0.0,3,1.0,1.634505563438421
425,461.0,Jayce,Fitzgerald,3,4.3,0.0,3,1.0,1.634505563438421
682,118.0,Jayden,Meghoma,2,4.0,0.0,3,1.0,1.634505563438421
527,460.0,Toby,Collyer,3,4.5,0.0,3,1.0,1.634505563438421
614,116.0,Aaron,Hickey,2,4.0,0.3,3,1.0,1.634505563438421
422,448.0,Tyrell,Malacia,2,3.7,0.5,3,1.0,1.634505563438421
421,433.0,Elyh,Harrison,1,4.0,0.0,3,1.0,1.634505563438421
616,132.0,Paris,Maghoma,3,4.5,0.0,3,1.0,1.634505563438421
545,85.0,Tyler,Adams,3,4.9,0.3,3,1.0,1.632093360398386
86,586.0,Lucas,Bergvall,3,5.2,0.2,3,1.0,1.6320315858830028
490,822.0,Jaydon,Jones,3,4.5,0.0,4,1.0,1.6302784687780605
235,821.0,Jack,Whittaker,3,4.5,0.0,4,1.0,1.6302784687780605
292,149.0,Igor Julio,dos Santos de Paulo,2,4.5,0.1,3,1.0,1.630201476319692
520,363.0,Patrick,Bamford,4,4.9,0.3,3,1.0,1.630201476319692
