,player_id,first_name,second_name,position,curr_price,ownership_percent,fixture_difficulty,next_gw_fixture_cnt,predicted_points
367,771.0,Tyler,Fletcher,3,4.4,0.0,2,1.0,2.1147491822173445
366,762.0,Joél,Drakes-Thomas,3,4.5,0.0,3,1.0,2.1147491822173445
364,711.0,Andre,Harriman-Annous,3,4.4,0.0,3,1.0,2.1147491822173445
112,280.0,David,Ozoh,3,4.5,0.0,3,1.0,2.1147491822173445
113,282.0,Franco,Umeh-Chibueze,3,4.5,0.0,3,1.0,2.1147491822173445
126,392.0,Endo,Wataru,3,4.9,0.1,3,1.0,2.1147491822173445
241,462.0,Jack,Fletcher,3,4.3,0.1,2,1.0,2.1147491822173445
358,626.0,Callum,Marshall,4,4.3,0.5,1,1.0,2.1147491822173445
357,617.0,Maxwel,Cornet,3,4.9,0.0,1,1.0,2.1147491822173445
356,611.0,Kaelan,Casey,2,4.0,0.1,1,1.0,2.1147491822173445
355,601.0,Wes,Foderingham,1,4.0,0.2,1,1.0,2.1147491822173445
136,514.0,Willy,Boly,2,3.8,0.3,3,1.0,2.1147491822173445
137,559.0,Nectarios,Triantis,3,4.4,0.0,2,1.0,2.1147491822173445
352,555.0,Alan,Browne,3,4.5,0.0,2,1.0,2.1147491822173445
309,735.0,Bertrand,Traoré,3,5.5,0.0,2,1.0,2.1147491822173445
150,716.0,Nicolò,Savona,2,4.5,0.1,3,1.0,2.1147491822173445
307,729.0,Luis Eduardo,Soares da Silva,2,4.5,0.0,3,1.0,2.1147491822173445
156,747.0,Ezra,Mayers,2,4.0,0.0,1,1.0,2.1147491822173445
194,692.0,Giovanni,Leoni,2,4.9,0.0,3,1.0,2.1147491822173445
268,29.0,Albert,Sambi Lokonga,3,4.5,0.0,3,1.0,2.1147491822173445
266,810.0,Luka,Bentt,3,4.5,0.0,3,1.0,2.1147491822173445
263,797.0,Kaye,Furo,4,4.5,0.0,3,1.0,2.1147491822173445
261,788.0,Godwill,Kukonki,2,4.0,0.0,2,1.0,2.1147491822173445
208,104.0,Julian,Eyestone,1,3.9,0.1,3,1.0,2.1147491822173445
251,621.0,Andy,Irving,3,4.3,0.2,1,1.0,2.1147491822173445
209,116.0,Aaron,Hickey,2,4.0,0.3,3,1.0,2.1147491822173445
211,132.0,Paris,Maghoma,3,4.5,0.0,3,1.0,2.1147491822173445
248,550.0,Ian,Poveda-Ocampo,3,4.7,0.0,2,1.0,2.1147491822173445
246,523.0,Eric,da Silva Moreira,3,4.5,0.1,3,1.0,2.1147491822173445
234,395.0,Tyler,Morton,3,4.5,0.0,3,1.0,2.1147491822173445
238,426.0,James,McAtee,3,5.0,0.1,3,1.0,2.1147491822173445
244,504.0,Matt,Turner,1,4.0,0.1,3,1.0,2.1147491822173445
239,435.0,Dermot,Mee,1,3.9,0.1,2,1.0,2.1147491822173445
192,659.0,Kyle,Walker-Peters,2,4.2,0.2,1,1.0,2.1147491822173445
277,115.0,Benjamin,Fredrick,2,4.0,0.1,3,1.0,2.1147491822173445
286,279.0,Matheus,França de Oliveira,3,4.5,0.0,3,1.0,2.1147491822173445
176,274.0,Asher,Agbinone,3,4.3,0.1,3,1.0,2.1147491822173445
302,605.0,Maximilian,Kilman,2,4.1,0.1,1,1.0,2.1147491822173445
158,773.0,Dean,Benamar,2,4.0,0.0,3,1.0,2.1147491822173445
298,558.0,Jay,Matete,3,4.3,0.2,2,1.0,2.1147491822173445
165,112.0,Mads,Roerslev Rasmussen,2,4.5,0.0,3,1.0,2.1147491822173445
166,117.0,Kim,Ji-soo,2,3.9,0.1,3,1.0,2.1147491822173445
297,540.0,Timothée,Pembélé,2,3.9,0.3,2,1.0,2.1147491822173445
180,447.0,Ayden,Heaven,2,3.7,2.1,2,1.0,2.1147491822173445
189,607.0,Nayef,Aguerd,2,4.4,0.0,1,1.0,2.1147491822173445
182,464.0,Jack,Moorhouse,3,4.5,0.0,2,1.0,2.1147491822173445
296,511.0,Felipe,Rodrigues da Silva,2,4.3,0.1,3,1.0,2.1147491822173445
183,467.0,Chido,Obi,4,4.2,1.4,2,1.0,2.1147491822173445
294,503.0,Carlos Miguel,dos Santos Pereira,1,4.0,0.1,3,1.0,2.1147491822173445
184,468.0,Ethan,Wheatley,4,4.5,0.1,2,1.0,2.1147491822173445
292,437.0,Lisandro,Martínez,2,4.8,0.4,2,1.0,2.1147491822173445
110,265.0,Caleb,Kporha,2,4.0,0.0,3,1.0,2.1147491822173445
240,436.0,Matthijs,de Ligt,2,4.9,1.8,2,1.0,2.1147491822173445
449,461.0,Jayce,Fitzgerald,3,4.3,0.0,2,1.0,2.1147491822173445
470,758.0,Mohamadou,Kanté,3,4.5,0.0,1,1.0,2.1147491822173445
446,448.0,Tyrell,Malacia,2,3.7,0.4,2,1.0,2.1147491822173445
81,528.0,Anthony,Patterson,1,4.2,0.2,2,1.0,2.1147491822173445
454,524.0,Marko,Stamenić,3,4.5,0.0,3,1.0,2.1147491822173445
79,513.0,Zach,Abbott,2,3.8,0.3,3,1.0,2.1147491822173445
39,4.0,Tommy,Setford,1,3.9,0.2,3,1.0,2.1147491822173445
40,13.0,Brayden,Clarke,2,3.7,0.4,3,1.0,2.1147491822173445
475,800.0,Djiamgone Jocelin Ta,Bi,3,4.9,0.0,2,1.0,2.1147491822173445
415,752.0,Airidas,Golambeckis,2,4.0,0.0,1,1.0,2.1147491822173445
416,755.0,Shea,Lacey,3,4.5,0.0,2,1.0,2.1147491822173445
418,814.0,Luca,Netz,2,4.5,0.0,3,1.0,2.1147491822173445
408,608.0,Ollie,Scarles,2,4.3,0.0,1,1.0,2.1147491822173445
434,277.0,Malcolm,Ebiowei,3,4.5,0.0,3,1.0,2.1147491822173445
74,460.0,Toby,Collyer,3,4.5,0.0,2,1.0,2.1147491822173445
72,431.0,Altay,Bayındır,1,4.7,0.3,2,1.0,2.1147491822173445
441,378.0,Amara,Nallo,2,3.7,0.9,3,1.0,2.1147491822173445
445,433.0,Elyh,Harrison,1,4.0,0.0,2,1.0,2.1147491822173445
69,377.0,Konstantinos,Tsimikas,2,4.8,0.0,3,1.0,2.1147491822173445
49,103.0,Matthew,Cox,1,3.9,0.1,3,1.0,2.1147491822173445
62,286.0,Zach,Marsh,4,4.4,0.3,3,1.0,2.1147491822173445
51,131.0,Yunus Emre,Konak,3,4.3,0.1,3,1.0,2.1147491822173445
409,620.0,George,Earthy,3,4.5,0.0,1,1.0,2.1147491822173445
82,543.0,Simon,Adingra,3,4.9,0.3,2,1.0,2.1147491822173445
407,600.0,Alphonse,Areola,1,4.2,1.9,1,1.0,2.1147491822173445
466,732.0,Christantus,Uche,4,5.5,0.1,3,1.0,2.1147491822173445
4,102.0,Ellery,Balcombe,1,3.9,0.3,3,1.0,2.1147491822173445
372,2.0,Kepa,Arrizabalaga Revuelta,1,4.0,0.4,3,1.0,2.1147491822173445
373,3.0,Karl,Hein,1,4.0,0.2,3,1.0,2.1147491822173445
489,130.0,Romelle,Donovan,3,4.4,0.1,3,1.0,2.1147491822173445
390,268.0,Cheick,Doucouré,3,4.9,0.0,3,1.0,2.1147491822173445
13,369.0,Freddie,Woodman,1,3.9,0.2,3,1.0,2.1147491822173445
467,746.0,Kieran,Morrison,3,4.5,0.0,3,1.0,2.1147491822173445
472,774.0,Jenson,Jones,2,4.0,0.0,2,1.0,2.1147491822173445
23,618.0,Guido,Rodríguez,3,4.8,0.0,1,1.0,2.1147491822173445
19,536.0,Leo Fuhr,Hjelde,2,4.0,0.0,2,1.0,2.1147491822173445
24,619.0,Luis Guilherme,Lira dos Santos,3,4.9,0.0,1,1.0,2.1147491822173445
395,397.0,Darwin,Núñez Ribeiro,4,6.5,0.1,3,1.0,2.1147491822173445
25,622.0,Lewis,Orford,3,4.4,0.1,1,1.0,2.1147491822173445
400,518.0,João Pedro,Ferreira da Silva,3,5.4,0.0,3,1.0,2.1147491822173445
474,798.0,Danny,Imray,2,4.0,0.0,3,1.0,2.1147491822173445
480,28.0,Ismeal,Kabia,3,4.5,0.1,3,1.0,2.1147491822173445
479,27.0,Reiss,Nelson,3,4.8,0.1,3,1.0,2.1147491822173445
477,15.0,Josh,Nichols,2,3.7,0.3,3,1.0,2.1147491822173445
50,127.0,Gustavo,Nunes Fernandes Gomes,3,4.9,0.0,3,1.0,2.1147491822173445
518,486.0,Anthony,Elanga,3,6.5,2.7,3,1.0,2.1129461215154652
97,49.0,Leon,Bailey,3,5.5,0.1,3,1.0,2.111913227442695
739,284.0,Eddie,Nketiah,4,5.4,0.3,3,1.0,2.1040595002745355
195,737.0,Jonah,Kusi-Asare,4,4.5,0.1,4,1.0,2.1031544830615316
260,786.0,Alfie,McNally,1,4.0,0.0,4,1.0,2.1031544830615316
157,770.0,Seth,Ridgeon,3,4.5,0.0,4,1.0,2.1031544830615316
665,327.0,Andreas,Hoelgebaum Pereira,3,5.3,0.1,4,1.0,2.1031544830615316
558,315.0,Steven,Benda,1,4.0,0.0,4,1.0,2.1031544830615316
255,664.0,Benjamin,Lecomte,1,3.9,0.7,4,1.0,2.1031544830615316
394,323.0,Samuel,Amissah,2,3.8,0.1,4,1.0,2.1031544830615316
228,321.0,Jorge,Cuenca Barreno,2,4.3,0.1,4,1.0,2.1031544830615316
308,731.0,Kevin,Santos Lopes de Macedo,3,5.7,0.1,4,1.0,2.1031544830615316
288,333.0,Martial,Godo,3,4.5,0.0,4,1.0,2.1031544830615316
334,336.0,Harrison,Reed,3,4.3,0.3,4,1.0,2.1031544830615316
788,334.0,Luke,Harris,3,4.5,0.0,4,1.0,2.1031544830615316
676,635.0,Rodrigo,Martins Gomes,2,4.4,0.1,2,1.0,2.100770716535703
481,30.0,Kai,Havertz,4,7.3,0.5,3,1.0,2.0969909574056382
204,42.0,Andrés,García,2,3.9,0.2,3,1.0,2.094316127330344
702,296.0,Nathan,Patterson,2,4.4,0.0,3,1.0,2.094316127330344
21,571.0,Ben,Davies,2,4.3,0.1,3,1.0,2.094316127330344
205,48.0,Youri,Tielemans,3,5.9,0.6,3,1.0,2.094316127330344
20,567.0,Antonín,Kinský,1,3.9,1.6,3,1.0,2.094316127330344
225,306.0,Callum,Bates,3,4.3,0.1,3,1.0,2.094316127330344
710,481.0,Alex,Murphy,2,3.8,0.7,3,1.0,2.094316127330344
201,818.0,James,Wilson,4,4.5,0.0,3,1.0,2.094316127330344
17,419.0,Jack,Grealish,3,6.3,5.7,3,1.0,2.094316127330344
196,781.0,TJ,Carroll,2,4.0,0.0,3,1.0,2.094316127330344
761,655.0,Fábio,Soares Silva,4,4.9,0.2,2,1.0,2.094316127330344
805,566.0,Brandon,Austin,1,3.9,0.3,3,1.0,2.094316127330344
185,479.0,Emil,Krafth,2,4.3,0.0,3,1.0,2.094316127330344
760,650.0,Tawanda,Chirewa,3,4.3,0.2,2,1.0,2.094316127330344
765,767.0,Luke,Rawlings,3,4.5,0.0,2,1.0,2.094316127330344
758,579.0,Son,Heung-min,3,8.5,0.1,3,1.0,2.094316127330344
93,777.0,Temple,Ojinnaka,3,4.5,0.0,2,1.0,2.094316127330344
114,289.0,Harry,Tyrer,1,3.9,0.1,3,1.0,2.094316127330344
115,301.0,Carlos,Alcaraz Durán,3,5.2,0.1,3,1.0,2.094316127330344
116,313.0,Martin,Sherif,4,4.4,0.1,3,1.0,2.094316127330344
92,750.0,James,Rowswell,2,4.0,0.0,3,1.0,2.094316127330344
89,649.0,Boubacar,Traoré,3,5.0,0.0,2,1.0,2.094316127330344
88,640.0,Pedro,Cardoso de Lima,2,4.0,0.4,2,1.0,2.094316127330344
85,583.0,Dejan,Kulusevski,3,6.4,0.0,3,1.0,2.094316127330344
131,472.0,Odysseas,Vlachodimos,1,4.0,0.0,3,1.0,2.094316127330344
84,577.0,Takai,Kōta,2,4.0,0.0,3,1.0,2.094316127330344
78,498.0,Joe,White,3,4.5,0.0,3,1.0,2.094316127330344
139,582.0,Mohammed,Kudus,3,6.4,9.3,3,1.0,2.094316127330344
77,497.0,Lewis,Miley,3,4.4,1.8,3,1.0,2.094316127330344
75,492.0,Antoñito,Cordero Campillo,3,4.9,0.0,3,1.0,2.094316127330344
140,585.0,Rodrigo,Bentancur,3,5.2,0.2,3,1.0,2.094316127330344
786,288.0,Mark,Travers,1,4.2,0.1,3,1.0,2.094316127330344
98,63.0,Kadan,Young,3,4.3,0.5,3,1.0,2.094316127330344
45,62.0,Jamaldeen,Jimoh-Aloba,3,4.5,0.1,3,1.0,2.094316127330344
161,58.0,Boubacar,Kamara,3,4.9,0.2,3,1.0,2.094316127330344
43,34.0,Joe,Gauci,1,4.0,0.1,3,1.0,2.094316127330344
36,754.0,George,Hemmings,3,4.5,0.0,3,1.0,2.094316127330344
178,389.0,Harvey,Elliott,3,5.1,0.2,3,1.0,2.094316127330344
27,630.0,Tom,King,1,3.9,1.2,3,1.0,2.094316127330344
801,495.0,Isaac,Hayden,3,4.5,0.0,3,1.0,2.094316127330344
26,629.0,Daniel,Bentley,1,3.9,0.5,2,1.0,2.094316127330344
720,757.0,Ronnie,Hollingshead,1,4.0,0.0,3,1.0,2.094316127330344
503,308.0,Isaac,Heath,3,4.5,0.0,3,1.0,2.094316127330344
259,765.0,Leo,Shahar,2,4.0,0.0,3,1.0,2.094316127330344
684,745.0,Jun'ai,Byfield,2,4.0,0.0,3,1.0,2.094316127330344
363,710.0,Travis,Patterson,2,3.9,0.2,3,1.0,2.094316127330344
403,576.0,Ashley,Phillips,2,4.0,0.0,3,1.0,2.094316127330344
398,480.0,Jamaal,Lascelles,2,4.3,0.0,3,1.0,2.094316127330344
379,53.0,Donyell,Malen,3,5.1,0.4,3,1.0,2.094316127330344
577,592.0,Mikey,Moore,3,5.0,0.0,3,1.0,2.094316127330344
578,595.0,Callum,Olusesi,3,4.3,0.2,3,1.0,2.094316127330344
579,598.0,Will,Lankshear,4,4.5,0.0,3,1.0,2.094316127330344
582,647.0,Gonçalo Manuel,Ganchinho Guedes,3,5.5,0.0,2,1.0,2.094316127330344
587,753.0,John,Ruddy,1,4.0,0.0,3,1.0,2.094316127330344
588,772.0,Sam,Alabi,3,4.5,0.0,3,1.0,2.094316127330344
362,705.0,Elijah,Campbell,2,3.9,0.1,3,1.0,2.094316127330344
304,639.0,Bastien,Meupiyou Menadjou,2,4.0,0.0,2,1.0,2.094316127330344
591,811.0,Rio,Kyerematen,3,4.5,0.0,3,1.0,2.094316127330344
243,501.0,Sean,Neave,4,4.3,0.3,3,1.0,2.094316127330344
360,703.0,Sam,Proctor,1,3.9,0.6,3,1.0,2.094316127330344
359,653.0,Joe,Hodge,3,4.5,0.0,2,1.0,2.094316127330344
354,589.0,Manor,Solomon,3,5.4,0.0,3,1.0,2.094316127330344
615,298.0,Reece,Welch,2,3.8,0.1,3,1.0,2.094316127330344
617,309.0,Jenson,Metcalfe,3,4.5,0.0,3,1.0,2.094316127330344
618,312.0,Youssef,Ramalho Chermiti,4,4.9,0.1,3,1.0,2.094316127330344
318,65.0,Zépiqueno,Redmond,4,4.5,0.3,3,1.0,2.094316127330344
404,578.0,Luka,Vušković,2,3.9,0.3,3,1.0,2.094316127330344
405,581.0,James,Maddison,3,6.8,0.1,3,1.0,2.094316127330344
406,599.0,Dane,Scarlett,4,4.3,0.5,3,1.0,2.094316127330344
557,307.0,Coby,Ebere,3,4.4,0.0,3,1.0,2.094316127330344
501,297.0,Roman,Dixon,2,3.8,0.2,3,1.0,2.094316127330344
485,60.0,Ben,Broggio,3,4.4,0.2,3,1.0,2.094316127330344
482,43.0,Álex,Moreno Lopera,2,4.0,1.6,3,1.0,2.094316127330344
517,474.0,Fabian,Schär,2,5.2,1.1,3,1.0,2.094316127330344
519,496.0,Garang,Kuol,3,4.4,0.0,3,1.0,2.094316127330344
473,779.0,Braiden,Graham,4,4.5,0.0,3,1.0,2.094316127330344
469,751.0,Yusuf,Akhamrich,3,4.5,0.0,3,1.0,2.094316127330344
459,657.0,Leon,Chiwome,4,4.4,0.0,2,1.0,2.094316127330344
458,651.0,Tom,Edozie,3,4.3,0.4,2,1.0,2.094316127330344
452,484.0,Matt,Targett,2,4.0,0.1,3,1.0,2.094316127330344
451,482.0,Harrison,Ashby,2,3.9,0.1,3,1.0,2.094316127330344
450,471.0,Mark,Gillespie,1,3.9,0.1,3,1.0,2.094316127330344
540,778.0,Ethan,Sutherland,3,4.5,0.0,2,1.0,2.094316127330344
541,790.0,Lucá,Williams-Barnett,3,4.5,0.0,3,1.0,2.094316127330344
544,45.0,Lino,da Cruz Sousa,2,3.8,0.3,3,1.0,2.094316127330344
545,57.0,Lewis,Dobbin,3,5.0,0.0,3,1.0,2.094316127330344
435,294.0,Séamus,Coleman,2,4.2,0.1,3,1.0,2.094316127330344
413,701.0,Triston,Rowe,2,4.0,0.1,3,1.0,2.094316127330344
1,61.0,Leander,Dendoncker,3,4.5,0.1,3,1.0,2.094316127330344
313,766.0,Saheed,Olagunju,2,4.0,0.0,2,1.0,2.094316127330344
361,704.0,Tyler,Onyango,3,4.5,0.0,3,1.0,2.094316127330344
301,590.0,Bryan,Gil Salvatierra,3,4.9,0.0,3,1.0,2.094316127330344
271,56.0,Enzo,Barrenechea,3,5.0,0.0,3,1.0,2.094316127330344
269,33.0,Marco,Bizot,1,4.2,0.4,3,1.0,2.094316127330344
647,51.0,Samuel,Iling-Junior,3,5.5,0.0,3,1.0,2.094316127330344
646,46.0,Yasin,Özcan,2,4.0,0.1,3,1.0,2.094316127330344
265,809.0,Jerome,Abbey,3,4.5,0.0,2,1.0,2.094316127330344
642,768.0,Leon,Routh,2,4.0,0.0,3,1.0,2.094316127330344
258,707.0,Tyler,Dibling,3,5.3,0.0,3,1.0,2.094316127330344
256,667.0,Adam,Aznou,2,4.2,0.1,3,1.0,2.094316127330344
253,652.0,Enso,González Medina,3,4.3,1.2,2,1.0,2.094316127330344
670,483.0,Miodrag,Pivaš,2,3.8,0.4,3,1.0,2.094316127330344
640,719.0,Victor,Lindelöf,2,4.5,0.1,3,1.0,2.094316127330344
673,588.0,Wilson,Odobert,3,5.3,0.0,3,1.0,2.094316127330344
270,35.0,Filip,Marschall,1,4.0,0.0,3,1.0,2.094316127330344
674,594.0,Yang,Min-hyeok,3,4.5,0.0,3,1.0,2.094316127330344
677,641.0,Alfie,Pond,2,3.9,0.9,2,1.0,2.094316127330344
637,702.0,Bradley,Burrowes,3,4.3,0.1,3,1.0,2.094316127330344
679,656.0,Saša,Kalajdžić,4,4.9,0.0,2,1.0,2.094316127330344
635,689.0,Seung-Soo,Park,3,4.3,0.5,3,1.0,2.094316127330344
680,658.0,Nathan,Fraser,4,4.2,1.8,2,1.0,2.094316127330344
682,688.0,James,Wright,1,3.9,0.6,3,1.0,2.094316127330344
462,677.0,Evann,Guessand,3,6.2,0.0,3,1.0,2.0932669177157033
41,25.0,Ethan,Nwaneri,3,5.0,0.1,3,1.0,2.0889569634680387
532,662.0,Cristhian,Mosquera,2,5.3,0.2,3,1.0,2.0874365412958182
542,824.0,Conor,McManus,2,4.0,0.0,3,1.0,2.086956762019355
476,825.0,Finlay,Herrick,1,4.0,0.0,1,1.0,2.086956762019355
687,823.0,Joshua,Stephenson,2,4.0,0.0,3,1.0,2.086956762019355
821,826.0,Riley,Owen,3,4.5,0.0,3,1.0,2.086956762019355
199,804.0,João Victor,de Souza Menezes,2,4.0,0.0,3,1.0,2.0765107575439883
186,489.0,Jacob,Murphy,3,5.9,0.6,3,1.0,2.072499917680042
410,644.0,Jean-Ricner,Bellegarde,3,5.1,0.0,2,1.0,2.0682223371578177
664,317.0,Joachim,Andersen,2,4.5,4.1,4,1.0,2.056592372671602
119,332.0,Saša,Lukić,3,4.9,0.1,4,1.0,2.0439203284136886
600,125.0,Vitaly,Janelt,3,4.9,0.1,3,1.0,2.035081972682501
224,262.0,Chadi,Riad Dnanou,2,4.0,0.0,3,1.0,2.0287434399521733
152,723.0,Jaydee,Canvot,2,4.5,0.2,3,1.0,2.0118420649666264
95,808.0,Tammy,Abraham,4,5.8,0.2,3,1.0,2.011557633697045
132,477.0,Tino,Livramento,2,4.9,1.9,3,1.0,1.9914204669748663
439,367.0,Giorgi,Mamardashvili,1,4.1,0.7,3,1.0,1.990174675458041
22,575.0,Micky,van de Ven,2,4.4,17.8,3,1.0,1.9700563767942505
181,459.0,Manuel,Ugarte Ribeiro,3,4.7,0.1,2,1.0,1.9699909391534005
752,522.0,Ryan,Yates,3,4.7,0.1,3,1.0,1.9699909391534005
717,637.0,Toti,Gomes,2,4.2,0.1,2,1.0,1.9679662413557142
559,331.0,Tom,Cairney,3,4.8,0.0,4,1.0,1.9583962399975874
556,304.0,Tim,Iroegbunam,3,4.8,0.0,3,1.0,1.9530676278197299
627,569.0,Cristian,Romero,2,5.0,3.0,3,1.0,1.952038424802055
226,310.0,Thierno,Barry,4,5.7,0.7,3,1.0,1.9512128097837962
641,728.0,Merlin,Röhl,3,5.0,0.0,3,1.0,1.9495578842664
636,695.0,Jackson,Tchatchoua,2,4.4,0.0,2,1.0,1.9458615835633009
229,326.0,Adama,Traoré Diarra,3,5.1,0.2,1,1.0,1.9357932197098826
341,456.0,Jadon,Sancho,3,5.8,0.2,3,1.0,1.9157334129211576
200,805.0,Lorenzo,Lucca,4,5.4,0.0,3,1.0,1.9059076527096097
716,623.0,Freddie,Potts,3,4.3,0.5,1,1.0,1.9059076527096097
537,734.0,Dilane,Bakwa,3,5.9,0.0,3,1.0,1.9059076527096097
353,586.0,Lucas,Bergvall,3,5.2,0.2,3,1.0,1.8854745978226093
222,243.0,Tyrique,George,3,4.8,0.1,3,1.0,1.8854745978226093
774,135.0,Yoane,Wissa,4,7.3,0.6,3,1.0,1.8854745978226093
818,792.0,Alysson Edward Franco,da Rocha dos Santos,3,5.0,0.0,3,1.0,1.8854745978226093
502,305.0,Harrison,Armstrong,3,4.5,0.1,3,1.0,1.8854745978226093
529,574.0,Destiny,Udogie,2,4.3,0.3,3,1.0,1.8854745978226093
713,548.0,Romaine,Mundle,3,4.9,0.0,2,1.0,1.8797678871703878
345,510.0,Jair,Paula da Cunha Filho,2,4.2,0.1,3,1.0,1.878070852113
810,669.0,Dan,Ndoye,3,5.5,0.7,3,1.0,1.8717099332660918
15,400.0,Stefan,Ortega Moreno,1,4.7,0.2,3,1.0,1.8717099332660918
249,560.0,Wilson,Isidor,4,5.0,1.3,2,1.0,1.8717099332660918
816,718.0,Soungoutou,Magassa,3,5.0,0.0,1,1.0,1.8692959896524868
689,40.0,Tyrone,Mings,2,4.3,0.6,3,1.0,1.8653892599525699
63,290.0,Jarrad,Branthwaite,2,5.3,0.5,3,1.0,1.863864245921721
96,39.0,Ian,Maatsen,2,4.2,0.6,3,1.0,1.8622592817052728
118,325.0,Emile,Smith Rowe,3,5.6,0.5,4,1.0,1.8596638171611273
772,108.0,Kristoffer,Ajer,2,4.4,0.2,3,1.0,1.857678450894808
819,813.0,Nilson,Angulo,3,5.0,0.0,2,1.0,1.8292218761797239
639,714.0,Nick,Woltemade,4,6.7,6.6,3,1.0,1.8235620625193434
64,328.0,Ryan,Sessegnon,3,5.4,0.2,4,1.0,1.8174339570358142
453,491.0,Sandro,Tonali,3,5.3,1.1,3,1.0,1.8081993646853436
509,376.0,Joe,Gomez,2,4.9,0.2,3,1.0,1.770429054225192
644,10.0,Myles,Lewis-Skelly,2,5.0,1.4,3,1.0,1.7438714188526656
300,572.0,Radu,Drăgușin,2,4.5,0.0,3,1.0,1.7320000948603267
145,645.0,Fer,López González,3,5.1,0.0,2,1.0,1.7208619005734476
369,796.0,Conor,Gallagher,3,5.0,0.1,3,1.0,1.7095933302358663
543,41.0,Pau,Torres,2,4.3,0.3,3,1.0,1.7079320430735512
154,726.0,Randal,Kolo Muani,4,6.9,0.4,3,1.0,1.6847770604425742
804,561.0,Eliezer,Mayenda Dossou,4,5.2,0.5,2,1.0,1.6761494937259243
73,438.0,Noussair,Mazraoui,2,4.9,0.2,2,1.0,1.6417238579799487
392,320.0,Issa,Diop,2,4.3,0.1,4,1.0,1.6376866006373114
187,587.0,Yves,Bissouma,3,5.2,0.0,3,1.0,1.6344546954467734
651,109.0,Rico,Henry,2,4.3,0.1,3,1.0,1.6077834784992346
28,670.0,Robin,Roefs,1,4.8,7.6,2,1.0,1.6010376071562002
811,673.0,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,3,5.5,0.7,3,1.0,1.6006834625804025
293,469.0,Nick,Pope,1,5.0,4.3,3,1.0,1.5887477274780528
