,player_id,first_name,second_name,position,curr_price,ownership_percent,fixture_difficulty,next_gw_fixture_cnt,predicted_points
336,481.0,Alex,Murphy,2,3.8,0.7,3,1.0,1.634505563438421
48,439.0,Diego,León Blanco,2,4.1,0.1,3,1.0,1.634505563438421
348,769.0,Bendito,Mantato,3,4.5,0.0,3,1.0,1.634505563438421
357,103.0,Matthew,Cox,1,3.9,0.1,3,1.0,1.634505563438421
358,127.0,Gustavo,Nunes Fernandes Gomes,3,4.9,0.0,3,1.0,1.634505563438421
367,431.0,Altay,Bayındır,1,4.7,0.3,3,1.0,1.634505563438421
62,586.0,Lucas,Bergvall,3,5.2,0.2,3,1.0,1.6320315858830028
349,822.0,Jaydon,Jones,3,4.5,0.0,4,1.0,1.6302784687780605
174,821.0,Jack,Whittaker,3,4.5,0.0,4,1.0,1.6302784687780605
137,671.0,Callum,Wilson,4,5.8,0.5,3,1.0,1.6262760580790563
148,23.0,Fábio,Ferreira Vieira,3,5.4,0.0,5,1.0,1.6261617114896871
1,29.0,Albert,Sambi Lokonga,3,4.5,0.0,5,1.0,1.6261617114896871
207,28.0,Ismeal,Kabia,3,4.5,0.1,5,1.0,1.6261617114896871
204,15.0,Josh,Nichols,2,3.7,0.3,5,1.0,1.6261617114896871
327,14.0,Maldini,Kacurri,2,3.9,0.1,5,1.0,1.6261617114896871
73,711.0,Andre,Harriman-Annous,3,4.4,0.0,5,1.0,1.6261617114896871
351,13.0,Brayden,Clarke,2,3.7,0.5,5,1.0,1.6261617114896871
350,4.0,Tommy,Setford,1,3.9,0.2,5,1.0,1.6261617114896871
172,759.0,Marli,Salmon,2,4.0,0.0,5,1.0,1.6261617114896871
378,3.0,Karl,Hein,1,4.0,0.2,5,1.0,1.6261617114896871
377,2.0,Kepa,Arrizabalaga Revuelta,1,4.0,0.4,5,1.0,1.6261617114896871
116,9.0,Jakub,Kiwior,2,5.4,0.0,5,1.0,1.6261617114896871
115,828.0,Alfie,Brooks,1,4.0,0.0,3,1.0,1.612879306061216
114,823.0,Joshua,Stephenson,2,4.0,0.0,3,1.0,1.6075427574589136
82,824.0,Conor,McManus,2,4.0,0.0,3,1.0,1.6075427574589136
83,10.0,Myles,Lewis-Skelly,2,5.0,1.4,5,1.0,1.5849144819455179
201,804.0,João Victor,de Souza Menezes,2,4.0,0.0,3,1.0,1.5798631763712059
531,645.0,Fer,López González,3,5.1,0.0,3,1.0,1.578541488195164
364,328.0,Ryan,Sessegnon,3,5.4,0.2,3,1.0,1.5712031325735518
580,826.0,Riley,Owen,3,4.5,0.0,3,1.0,1.5608792539776273
288,827.0,Jim,Thwaites,3,4.5,0.0,3,1.0,1.5608792539776273
230,519.0,Nicolás,Domínguez,3,5.0,0.0,1,1.0,1.5471282968315825
22,572.0,Radu,Drăgușin,2,4.5,0.0,3,1.0,1.5292573646761
564,561.0,Eliezer,Mayenda Dossou,4,5.2,0.5,4,1.0,1.5234369870559064
78,796.0,Conor,Gallagher,3,5.0,0.1,3,1.0,1.5157977674204135
54,510.0,Jair,Paula da Cunha Filho,2,4.2,0.1,1,1.0,1.5022332422624725
450,531.0,Daniel,Ballard,2,4.7,3.3,4,1.0,1.4938667527713405
139,699.0,Douglas Luiz,Soares de Paulo,3,4.9,0.1,2,1.0,1.492046647393122
368,438.0,Noussair,Mazraoui,2,4.9,0.2,3,1.0,1.4889030504624174
513,366.0,Alisson,Becker,1,5.4,5.4,3,1.0,1.465998579501969
500,695.0,Jackson,Tchatchoua,2,4.4,0.0,3,1.0,1.4650735266805743
328,40.0,Tyrone,Mings,2,4.3,0.7,2,1.0,1.461771643058741
87,109.0,Rico,Henry,2,4.3,0.1,3,1.0,1.4553848516861327
571,673.0,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,3,5.5,0.8,3,1.0,1.428609161480293
389,322.0,Kenny,Tete,2,4.5,0.2,3,1.0,1.4279641423676876
388,320.0,Issa,Diop,2,4.3,0.1,3,1.0,1.3383287704839855
307,491.0,Sandro,Tonali,3,5.3,1.1,3,1.0,1.3266133718647304
543,108.0,Kristoffer,Ajer,2,4.4,0.2,3,1.0,1.3009975092961108
559,478.0,Kieran,Trippier,2,4.9,1.4,3,1.0,1.291193887507436
311,609.0,Jean-Clair,Todibo,2,4.3,0.1,3,1.0,1.282785046330534
